Kode,KodeSupplier,Nama,Harga,Satuan,Barcode
2568                ,A0103     ,CALADINE LOTION 95 ML,8578.75,PCS  ,8993005123022       
2570                ,00174     ,CALADINE POWD ORI 100 G,7641.25,PCS  ,8993005124029       
2572                ,A0103     ,CALADINE POWD ORI 60 G,5280.00,PCS  ,8993005124012       
2575                ,00031     ,MASTER COLOGNE CLASIC 75,5937.50,PCS  ,8993417142116       
258                 ,00019     ,SELAMAT TWIS BLAC VAN 140,5706.25,PCS  ,8991001780065       
2581                ,00033     ,PLASENTA HBL HIJAU 600,7500.00,PCS  ,8999999707453       
2583                ,00175     ,CLEAN&CLEAR COMP PWDR WHT,28462.50,PCS  ,8850007710097       
2584                ,00175     ,C&C FACIAL WASH PET 100,13703.75,PCS  ,8991111111971       
2585                ,00175     ,C&C FACIAL WASH PET 50,8571.25,PCS  ,8991111111964       
2586                ,00175     ,C&C MOISTURIZER 50,10782.50,PCS  ,9556006277775       
2587                ,00175     ,C&C OIL CONTROL TONER 100,10850.00,PCS  ,8991111111995       
2588                ,00175     ,C&C OIL CONTROL TONER 50,6857.50,PCS  ,8991111111988       
259                 ,00019     ,SELAMAT TWIS CHO WAFER140,5706.25,PCS  ,8991001780072       
2590                ,A0110     ,CUSSON BEDAK BLUE G.C 100GR,4331.25,PCS  ,88820309            
2591                ,00175     ,SHOWER CBS FROSTY PINK 10,13738.75,PCS  ,8991111112169       
2593                ,00083     ,PUCELLE MS JOLLY R 150,10718.75,PCS  ,8992222091718       
2594                ,00053     ,KANA CREAM KAKI,9100.00,PCS  ,8998103000725       
2599                ,00167     ,CUSSONS SW 17 TRANQULITY,6737.50,PCS  ,8998103003573       
2602                ,A0044     ,CAMILAN ACHI,11201.25,PCS  ,2602                
2605                ,00033     ,ESKULIN COLGEL FRUTI 100,6250.00,PCS  ,8993417112287       
2606                ,00031     ,ESKULIN BMIST BLUE TEMP 125,7350.00,PCS  ,8993417115226       
2608                ,00031     ,ESKULIN COL GEL WEDNESDAY100,6250.00,PCS  ,8993417212239       
2609                ,A0095     ,VIVELLE BODY MIST RED100,8203.75,PCS  ,8993044801165       
261                 ,00019     ,DELFI TWISTER BLACK 45,2681.25,PCS  ,8991001780133       
2610                ,00031     ,ESKULIN BMIST SPARK YELL 125,11250.00,PCS  ,8993417115240       
2611                ,A0029     ,WESLEY BS VIKINGS 200,8203.75,PCS  ,8993044050068       
2615                ,199       ,FRESH FSS NOR/REFR/WHITE 100,5390.00,PCS  ,8992779421105       
2617                ,00089     ,VIVA COMP QUEEN SPF KP,13641.25,PCS  ,8992796133593       
2619                ,00089     ,VIVA COMP QUEEN SPF15 KL,13641.25,PCS  ,8992796133586       
262                 ,00019     ,DELFI TWISTER M BLACK 80,3891.25,PCS  ,8991001780225       
2620                ,199       ,FRESH FSS RELAXING 100,5390.00,PCS  ,8992779426100       
2622                ,00089     ,VIVA COMP QUEEN SPF15 NAT,13641.25,PCS  ,8992796133548       
2623                ,00040     ,FRESH WHITE 80,5625.00,PCS  ,7777777             
2624                ,199       ,FRESH ENER TUBE 100/FSS,5390.00,PCS  ,8992779422102       
2626                ,00083     ,GATSBY BD LOTION WHT 100,5208.75,PCS  ,8992222051637       
2628                ,00083     ,GATSBY DEO SPRAY 175ML,19600.00,PCS  ,8992222050371       
2629                ,00083     ,GATSBY DEO SPRAY 50,6466.25,PCS  ,8992222050357       
263                 ,00019     ,DELFI TWISTER CHOCO 45,2681.25,PCS  ,8991001780140       
2636                ,00083     ,GATSBY FW PWR REFS SC 50,4750.00,PCS  ,8992222050715       
2639                ,00083     ,GATSBY GLOSS S.HARD 100,6432.50,PCS  ,8992222050180       
2640                ,00083     ,GATSBY GLOSS SP HARD150,9103.75,PCS  ,8992222050159       
2643                ,00031     ,MASTER COLOGNE COOL 75,6062.50,PCS  ,8993417142147       
2644                ,00083     ,GATSBY POMADE 30 ML,5658.75,PCS  ,8992222050210       
2645                ,00083     ,GATSBY WAX TOUGH&SHIN 75,10718.75,PCS  ,8992222052108       
2646                ,00083     ,GATSBY SHOWER ORI R.500,14291.25,PCS  ,8992222050760       
2647                ,00083     ,GATSBY SHOWER FW ORI 125,5103.75,PCS  ,8992222050685       
2649                ,00083     ,GATSBY TALC COOL.W  90G,4900.00,PCS  ,8992222050333       
265                 ,00019     ,SELAMAT WFR CHOCO 60,2227.50,BOX  ,8991001780126       
2651                ,00031     ,MASTER COLOGNE SUCCES 75,5937.50,PCS  ,8993417142154       
2654                ,00083     ,GATSBY TALK FFOUGERE 100,4900.00,PCS  ,8992222051989       
2656                ,00083     ,GATSBY TREAT HC TONIC 100,3878.75,PCS  ,8992222052122       
2657                ,00083     ,GATSBY TREAT HC NORM 70,3471.25,PCS  ,8992222050241       
266                 ,00019     ,SELAMAT WFR BRIKO BLACK 1,6572.50,PCS  ,8991001780423       
2661                ,00083     ,GATSBY TREAT HC AD 75GR,3958.75,PCS  ,8992222050616       
2664                ,00083     ,GATSBY W GLOSS SOFT 100G,6432.50,PCS  ,8992222050074       
2669                ,00083     ,GATSBY SC GH/CITRUS 75,5613.75,PCS  ,8992222051521       
267                 ,00019     ,SELAMAT WFR BRIKO HAZELNU,6545.00,PCS  ,8991001780416       
2670                ,00083     ,GATSBY WAX L NATURAL75G,10718.75,PCS  ,8992222051590       
2673                ,00083     ,GATSBY WG SOFT TUBE 50,3462.50,PCS  ,8992222050067       
2675                ,00031     ,MASTER COLOGNE SPORTY 75,6062.50,PCS  ,8993417142161       
2677                ,00175     ,SHOWER TALK 50 BLOSSOM,3472.50,PCS  ,8850007171362       
268                 ,00019     ,SELAMAT WFR BRIKO VANILA,6545.00,PCS  ,8991001780430       
2685                ,00067     ,L`AGIE ALPINE ALL VAR,3812.50,DOS  ,8992957246544       
2687                ,00031     ,GARNIER L COMPLET FOAM 100ML,3736.25,PCS  ,8991380700029       
2688                ,00031     ,GARNIER L COMP SCRUB 100,3812.50,PCS  ,8991380700609       
2691                ,A0029     ,WESLEY BS RANGERS 200,17500.00,PCS  ,8993044801462       
2695                ,00131     ,NIVEA HYDRO BLC SCRUB 100,17550.00,PCS  ,8993068122802       
2697                ,A0029     ,WESLEY BS PATRIOT 200,17500.00,PCS  ,8993044151611       
2698                ,A0029     ,WESLEY BS RAIDERS 200,18047.50,PCS  ,8993044151628       
270                 ,00019     ,SQ ALMOND 68G,7576.25,PCS  ,8991001121400       
2702                ,00004     ,MARJAN MOCCA,14100.00,PCS  ,8998888110312       
2703                ,00004     ,MARJAN COCOPANDAN,13228.75,DOS  ,8998888110114       
2705                ,00004     ,MARJAN STRAWBERY,13072.50,DOS  ,8998888110718       
2707                ,00019     ,OLAY ANTI BLEMISH CREAM50,102093.75,PCS  ,4902430125369       
2708                ,00051     ,PUTERI BEDAK TRANS 01-18G,10210.00,PCS  ,8995151240097       
2709                ,A0044     ,LIBRA MAKARONI BESAR,30660.00,PCS  ,2709                
271                 ,00019     ,SQ DARK 68 GR,7576.25,PCS  ,8991001121370       
2711                ,00131     ,KENANGA HBL,4500.00,PCS  ,8995151720018       
2713                ,00051     ,MR. BEDAK KUNING KEMATIN,10000.00,PCS  ,8995151750299       
2714                ,00083     ,GATSBY COL SPRAY SPORT100,9697.50,PCS  ,8992222051682       
2715                ,00083     ,GATSBY COL SPRAY DREAM 10,9697.50,PCS  ,8992222051699       
2717                ,A0029     ,WESLEY BS WARRIORS 200,17500.00,PCS  ,8993044151635       
2719                ,00051     ,MR PEMB JRK NIPIS 150,9281.25,PCS  ,8995151110482       
272                 ,00019     ,SQ FRUIT&NUT 68,7576.25,PCS  ,8991001121455       
2721                ,00031     ,MARCKS BEDAK CREME 40,6032.50,PCS  ,8995026801019       
2722                ,00031     ,MARCKS BEDAK ROSE 40,6032.50,PCS  ,8995026801033       
2723                ,00031     ,MARCKS BEDAK PUTIH 40GR,6032.50,PCS  ,8995026801026       
2724                ,00051     ,MR. BDK PLUS KL,12000.00,PCS  ,8995151140304       
2725                ,00051     ,MR PENY AIR MAWAR PUTIH 100,4500.00,PCS  ,8995151110376       
2726                ,00051     ,MR PENY AIR MAWAR PUTIH 150,9075.00,PCS  ,8995151110666       
2727                ,00051     ,MR.TASIK KMNG KL KK/KB35,5672.50,PCS  ,8995151140830       
2729                ,00051     ,MR ALAS BDK KL KB 35 ML,5500.00,PCS  ,8995151140014       
273                 ,00019     ,SQ MIDI ALM 33G,4138.75,PCS  ,8991001111296       
2730                ,00051     ,MR ALAS BDK TK TG KK 35,4125.00,PCS  ,8995151140106       
2731                ,00051     ,MR JEBUK SARI ALL 20 G,10312.50,PCS  ,8995151140151       
2734                ,00131     ,MR MINYAK ZAITUN 75,10500.00,PCS  ,8995151120917       
2735                ,A0029     ,WESLEY BS BRAVES 200,18047.50,PCS  ,8993044801479       
2736                ,00051     ,MR HBL SARI JERUK 175ML,9178.75,PCS  ,8995151120412       
274                 ,00019     ,SQ MIDI F&N 33G,4138.75,PCS  ,8991001111319       
2740                ,00083     ,GATSBY COL SPRAY GAME 100,9697.50,PCS  ,8992222051712       
2742                ,00051     ,MR KENANGA PEMBERSIH 120M,4125.00,PCS  ,8995151710019       
2745                ,00051     ,MR. BEDAK PADAT KT,17841.25,PCS  ,8995151140380       
2748                ,00051     ,MR LULUR KOCOK GADING 200,12891.25,PCS  ,8995151320089       
2749                ,00051     ,MR LULUR MASSINANGLING,6000.00,PCS  ,8995151120016       
275                 ,00019     ,SQ MIDI CASHEW 33G,4138.75,PCS  ,8991001111289       
2750                ,00131     ,MR MASKER BENGKOANG 15,6187.50,PCS  ,8995151110116       
2751                ,00131     ,MR MASKER BENGKOANGTUBE 60,10000.00,PCS  ,8995151110437       
2752                ,00051     ,MR MASKER BENGK 125,18000.00,PCS  ,8995151110321       
2753                ,00051     ,MR MASKER INDAH WARNI,4000.00,PCS  ,8995151110109       
2754                ,00131     ,MR PEELING MASKER KLT KERANG,4000.00,PCS  ,8995151110192       
2757                ,00131     ,MR MASKER TOMAT,4000.00,PCS  ,8995151110178       
2759                ,00131     ,MR PEELING MUNDISARI 15G,6187.50,PCS  ,8995151110154       
276                 ,00019     ,SQ CASHEW 68,7580.00,PCS  ,8991001121615       
2760                ,00051     ,MR PEELING MUNDISARI 125,18000.00,PCS  ,8995151110314       
2763                ,00051     ,MR PEMB S.GAMBIR BSR150,10210.00,PCS  ,8995151110468       
2765                ,00131     ,MR PEMB MAWAR 150,10210.00,PCS  ,8995151110475       
2766                ,00051     ,MR PEMBERSIH KETIMUN 150,9900.00,PCS  ,8995151110499       
2768                ,00131     ,MR PENY JERUK NIPIS 150,8800.00,PCS  ,8995151110079       
2769                ,00051     ,MR PENY S.GAMBIR BSR,9075.00,PCS  ,8995151110505       
277                 ,00019     ,SQ WHITE 68 GR,8263.75,PCS  ,8991001121387       
2774                ,00051     ,MR PENYEGAR KETIMUN 150,8800.00,PCS  ,8995151110536       
2775                ,00131     ,MR PENYEGAR MAWAR150,9075.00,PCS  ,8995151110512       
2777                ,00051     ,MR. FOUNDATION WHITE B 30,8300.00,PCS  ,8995151140694       
2780                ,00051     ,MR. ALAS BEDAK TK KT,5500.00,PCS  ,8995151140113       
2784                ,00051     ,PUTERI SHAKE COL SOOTHING,12478.75,PCS  ,8995151220624       
2786                ,00051     ,PUTERI SHAKE COL ENERGIZI,12478.75,PCS  ,8995151220617       
2787                ,00051     ,PUTERI SHAKE COL REFRESH 100,11343.75,PCS  ,8995151220594       
2788                ,00051     ,PUTERI SHAKE COL RELAXING,12478.75,PCS  ,8995151220600       
2789                ,00051     ,MR. PELEMBAB BENGKOANG 35,7941.25,PCS  ,8995151140687       
2790                ,00051     ,MR. PELEMBAB PLUS 40 NCK,6900.00,PCS  ,8995151140281       
2791                ,00051     ,MR. PELEMBAB PLUS 40 BM,6900.00,PCS  ,8995151140298       
2794                ,00051     ,MR HBL MANGIRPUTIH/KUNING175,9178.75,PCS  ,8995151120559       
2795                ,00040     ,FRES COLOG GEL 100 BLUE,6250.00,PCS  ,8998866604550       
2796                ,00040     ,FRES COLOG GEL PINK 100,6250.00,PCS  ,8998866604543       
2798                ,00131     ,NIVEA 2IN1 MILK&TONER 200,26098.75,PCS  ,8999777811624       
2802                ,00033     ,OVALE WHITE 60,4410.00,PCS  ,8993417001178       
2804                ,00175     ,SHOWER TALK 100 BLOSSOM,5810.00,PCS  ,8850007171379       
2807                ,00131     ,NIVEA CLEAN MILK 200 ML,18961.25,PCS  ,8999777811006       
2808                ,00131     ,NIVEA CLEANMILK 50 ML,4792.50,PCS  ,8999777811143       
2809                ,00131     ,NIVEA BD FRESH M LOT 50,3726.25,PCS  ,8999777803087       
2811                ,00131     ,MR PEELING MUNDISARI 60,10500.00,PCS  ,8995151110420       
2815                ,00031     ,OVALE ANTI ACNE 100,6875.00,PCS  ,8993417001260       
2817                ,00131     ,NIVEA F.TONIC 50 ML,4601.25,PCS  ,8999777811150       
2818                ,00131     ,NIVEA FACE TONIC 200 ML,18961.25,PCS  ,2                   
2825                ,00131     ,NIVEA INT MOIST LOT 50ML,3513.75,PCS  ,8999777802080       
2826                ,00131     ,NIVEA MOIST FLUID WHITE,26631.25,PCS  ,8999777867218       
2827                ,00131     ,NIVEA MOIST OIL FREE 50 M,18727.50,PCS  ,8999777812799       
2831                ,00131     ,NIVEA NIGHT REPAIR 50,37281.25,PCS  ,8999777867409       
2834                ,A0105     ,CUTTER VANCO V-900,6016.25,PCS  ,7781972090000       
2842                ,00031     ,OVALE WHITE 100,6875.00,PCS  ,8993417001277       
2843                ,00131     ,NIVEA WHITE B LOT 50ML,4403.75,PCS  ,8999777818654       
2844                ,199       ,NIVEA WHITE BODY LOT 100M,9482.50,PCS  ,8999777818661       
2846                ,00019     ,OIL OF OLAY MOIST CRM.50,42570.00,PCS  ,4710260000448       
2847                ,00019     ,OLAY MOIST LOT 30,14231.25,PCS  ,4899338187318       
2848                ,00019     ,OLAY MOIST LOTION 75,35516.25,PCS  ,9300618551767       
2849                ,00019     ,OIL OF OLAY UVNL CRM 50GR,51572.50,PCS  ,4902430046039       
2850                ,00019     ,OLAY UVNL LOT 30ML,17665.00,PCS  ,4902430046046       
2851                ,00019     ,OLAY UVNL LOT 75ML,42230.00,PCS  ,4902430046015       
2852                ,00019     ,OLAY WR INTENSIVE CRM 50,57296.25,PCS  ,4902430990509       
2853                ,00019     ,OLAY WHT RADIANCE LOT 75,46591.25,PCS  ,4902430232241       
2854                ,A0105     ,FORTE NOTA NCR 3 PLY K,8750.00,PCS  ,8994793014103       
2857                ,00033     ,OVALE FL APPLE 100ML,6737.50,PCS  ,8993417010057       
2859                ,00033     ,OVALE FL AVOCADO 100ML,6875.00,PCS  ,8993417010019       
2860                ,00040     ,OVALE FL AVOCADO 200ML,10937.50,PCS  ,8993417020018       
2861                ,00033     ,OVALE FL CUCUBER 100ML,6875.00,PCS  ,8993417010026       
2863                ,00033     ,OVALE FL FLOWER 100ML,6737.50,PCS  ,8993417010040       
2865                ,00031     ,OVALE FL LEMON 100ML,6875.00,PCS  ,8993417010033       
2867                ,00031     ,MASTER SPRAY AMBER 100,10000.00,PCS  ,8993417145261       
2868                ,00031     ,OVALE ANTI KUSAM 100,7500.00,PCS  ,2868                
2871                ,00031     ,MASTER SPRAY GREEN F 100,10000.00,PCS  ,8993417145254       
2872                ,00019     ,OLAY TE NORMAL/COOLING 50G,102093.75,PCS  ,4902430092944       
2873                ,00031     ,OVALE PAPAYA 100,6875.00,PCS  ,8993417151125       
2874                ,00019     ,OLAY WR NIGHT 50,71651.25,PCS  ,4902430989992       
2875                ,00019     ,OLAY TE MERL GENTLE 50GR,102093.75,PCS  ,4902430092951       
2876                ,00033     ,OVALE MASKULIN AA 75ML,6562.50,PCS  ,8993417061134       
2878                ,00033     ,OVALE MASKULIN AHA 75ML,6562.50,PCS  ,8993417061127       
2880                ,00033     ,OVALE MASKULIN CLC 75ML,6562.50,PCS  ,8993417061110       
2886                ,00175     ,C&C DP CLEANSER 50 ALL,10278.75,PCS  ,8992222200400       
2887                ,00016     ,BUMIFOOD BAKSO IKAN 50,19606.25,PCS  ,8992704001259       
2892                ,203       ,VENUS REFIL NO 3,15000.00,PCS  ,8992222070508       
2901                ,00031     ,NYAM NYAM COLEK WFR CKT22,978.75,PCS  ,8886015416027       
2903                ,00175     ,WELCO SELAI KACANG 275,3281.25,PCS  ,8993016413006       
2908                ,00031     ,MAYBELLINE PWD BASIC H,L,N10,5625.00,PCS  ,6923492584602       
2909                ,A0044     ,MANISAN JELLY MANNA,1555.00,PCS  ,2909                
2910                ,00175     ,CLEAN & CLEAR BDK R.LIGHT,23042.50,PCS  ,8850007710042       
2911                ,00175     ,JOHNSON B PWD BEDTIME100,3312.50,PCS  ,8991111102818       
2912                ,00175     ,JOHNSON B PWD BEDTIME 50,3312.50,PCS  ,8991111102801       
2920                ,A0107     ,NUTRIJELL ORANGE 15 GR,2667.50,BOX  ,8992933212112       
2921                ,A0107     ,NUTRIJELL STRAW 15 GR,2667.50,BOX  ,8992933211115       
2922                ,A0107     ,NUTRIJELL LECY 15 GR,2667.50,BOX  ,8992933213119       
2923                ,A0107     ,NUTRIJELL MELON 15 GR,2667.50,BOX  ,8992933214116       
2924                ,A0107     ,NUTRIJELL PLAIN 15 GR,2667.50,BOX  ,8992933215113       
2925                ,00131     ,JELYGAR ANGGUR,2083.75,PCS  ,8994021101957       
2928                ,A0107     ,NUTRIJELL ANGGUR 15 GR,2667.50,BOX  ,8992933218114       
2930                ,00112     ,CARVIL SOULMATE C,508.75,PCS  ,2930                
2931                ,00004     ,SEPATU KITANO MH/VICTOR C03,586.25,PCS  ,2931                
2937                ,00131     ,NIVEA WHT TONER 200,21257.50,PCS  ,8999777867201       
294                 ,00002     ,NS SUPERO CRACKER 90,1875.00,DOS  ,8888166338012       
2944                ,00158     ,STIKO FGR FRUITY FUSION75,3865.00,PCS  ,8886015613754       
2945                ,00158     ,ASTRA COKLAT 275,9476.25,PCS  ,8886015637354       
2947                ,00175     ,WELCO PASTA COKLAT 300,3281.25,PCS  ,8993016413051       
2949                ,00019     ,VICKS FORMULA DEWASA 30,5506.25,PCS  ,4987176600516       
295                 ,00031     ,TESSA TP-22 INTERFLOD 250,521.25,PCS  ,8992931005228       
2950                ,00019     ,VICKS FORMULA 44 54ML,10890.00,PCS  ,4987176006882       
2951                ,00019     ,VICKS FORMULA ANAK 44 27ML,5507.50,PCS  ,4987176004611       
2952                ,00019     ,VICKS FORMULA ANAK OR/ST54,10890.00,PCS  ,4987176600547       
2953                ,00019     ,VICKS FORMULA ANTITUSIF30,5507.50,PCS  ,4987176000668       
2954                ,00019     ,VICKS FORMULA 44DT 54,10890.00,PCS  ,4987176006929       
2959                ,199       ,S&F VIOLET REF 800,8000.00,PCS  ,8992779430800       
2961                ,00131     ,NIVEA ANTI AGEING Q10DAY,39945.00,PCS  ,8999777847005       
2962                ,00131     ,NIVEA ANTI AGEING Q10NIGH,39945.00,PCS  ,8999777847166       
2963                ,00131     ,NIVEA WHITE TONER 125,14135.00,PCS  ,8999777867195       
2964                ,00083     ,GATSBY S COL DEEP OCEAN 75,5613.75,PCS  ,8992222051385       
2965                ,00083     ,GATSBY S COL WF/WOODY 75,5615.00,PCS  ,8992222051422       
297                 ,A0044     ,HOT SEBLAK MANNA,12745.00,PCS  ,297                 
2971                ,00176     ,GARUDA KCG KULIT 200,8566.25,PACK ,8992775110126       
2974                ,00170     ,GARUDA KCG RS KEJU 100,3687.50,PCS  ,8992775112212       
2975                ,00176     ,GARUDA KCG TELOR 230,7373.75,PACK ,8992775212103       
2976                ,00158     ,VENESIA KLG 400,20068.75,PCS  ,8886015726409       
2977                ,A0002     ,TURBO JAGUNG KARAMEL 75,2203.75,PCS  ,8993172890123       
2978                ,A0002     ,TURBO JAGUNG AYAM BAWANG 75,2203.75,PCS  ,8993172890109       
2979                ,00083     ,GATSBY SC GS/FOUGERE 75,5615.00,PCS  ,8992222051408       
2980                ,00083     ,GATSBY S COL BM/OZONE 75,5728.75,PCS  ,8992222051361       
2981                ,00083     ,GATSBY SC ND/SPICY 75,5615.00,PCS  ,8992222051545       
2989                ,00016     ,BUMIFOOD BAKSO AYAM 25,11125.00,PCS  ,8992704001365       
299                 ,A0013     ,TARO NET SEAWEED 12,950.00,DOS  ,8999999000165       
2992                ,00004     ,LAURIER SC MAXI WING 20 P,4486.25,PCS  ,8992727001311       
2996                ,00069     ,COCA COLA 250,2965.00,PCS  ,8992761111519       
2998                ,00069     ,FANTA STRAWBERY 250,2965.00,DOS  ,8992761111540       
2999                ,00040     ,ALE ALE CUP 200,2965.00,PCS  ,8998866500319       
300                 ,00176     ,GARUDA PILUS PEDAS 95,1830.00,PACK ,8992775211410       
3005                ,00131     ,SWEETY SAFE&SOFT XL32,707.50,PCS  ,8992959508596       
3006                ,A0098     ,WRD SEAWEED BALANCING FW 60,765.00,PCS  ,8993137695022       
301                 ,00102     ,BELVITA SANDWICH 19,521.25,PCS  ,8992760131044       
3011                ,00016     ,FINNA KETAN PUTIH 500,8937.50,PCS  ,011747234078        
3012                ,00016     ,FINNA KETAN HITAM  500,8937.50,PCS  ,011747234092        
3016                ,00031     ,RESIK-V MAWAR 90,5000.00,PCS  ,8993417162114       
3017                ,00158     ,VENESIA KLG 900,36528.75,PCS  ,8992222071512       
302                 ,00089     ,VIVA WHTE CLEAN MASK CLEAN50,3773.75,PCS  ,8992796211208       
3021                ,00031     ,MIC MAC SAND CHICKEN 147,4000.00,PCS  ,8886015517151       
3023                ,00031     ,MIC MAC ORIGINAL CRACK 67,1593.75,PCS  ,8886015514679       
3025                ,00131     ,SOFTEX COMFORT SLIM 20,8458.75,PCS  ,8992959117514       
303                 ,A0012     ,PIATOS SAPI PGG 85,1087.50,PCS  ,8996196000950       
3032                ,00023     ,KARA NT LYCHEE 1000,7548.75,PCS  ,8993133750527       
3033                ,00040     ,SEDAP MIE AYAM BAWANG,1022.50,DOS  ,8998866200318       
3034                ,00040     ,SEDAP MIE SOTO,1022.50,DOS  ,8998866200325       
3035                ,00172     ,SIMBA TUFFIS 170,9445.00,PCS  ,8993172890062       
3036                ,00031     ,RESIK-V KENANGA 90,5000.00,PCS  ,8993417162121       
3037                ,00031     ,RESIK-V ANGGREK 90,5000.00,PCS  ,8993417162138       
3039                ,00043     ,BIRDY SUSU,1968.75,PCS  ,8992222180115       
3040                ,00043     ,BIRDY KOPI,1968.75,PCS  ,8992222071345       
